Row ID,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Order ID,Order Date,Ship Date,Ship Mode
1902,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0.0,3.9906,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,Central,CA-2016-151141,2016-08-20,2016-08-23,First Class
9462,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.552,6,0.2,20.097,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,CA-2014-100867,2014-10-19,2014-10-24,Standard Class
1659,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485,TH-21100,Thea Hendricks,Consumer,United States,Los Angeles,California,90045,West,CA-2017-161809,2017-01-20,2017-01-26,Standard Class
5344,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,267.96,5,0.2,16.7475,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,US-2014-168501,2014-11-21,2014-11-27,Standard Class
8751,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,133.98,2,0.0,33.495,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,US-2015-163825,2015-06-16,2015-06-19,First Class
6254,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,3,0.0,50.2425,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,CA-2014-165806,2014-07-04,2014-07-04,Same Day
3244,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,219.8,5,0.2,24.7275,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,CA-2017-113355,2017-12-01,2017-12-05,Standard Class
9934,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,164.85,3,0.0,47.8065,JK-15205,Jamie Kunitz,Consumer,United States,Niagara Falls,New York,14304,East,CA-2014-166555,2014-07-11,2014-07-14,First Class
8561,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,131.88,3,0.2,14.8365,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,CA-2016-132829,2016-12-23,2016-12-26,Second Class
7275,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,5,0.2,42.495,AW-10930,Arthur Wiediger,Home Office,United States,Helena,Montana,59601,West,CA-2015-144519,2015-11-13,2015-11-17,Standard Class
3137,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.499,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,CA-2017-164168,2017-11-12,2017-11-18,Standard Class
8938,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,135.984,2,0.2,16.998,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,CA-2015-134117,2015-12-17,2015-12-19,Second Class
3153,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,CA-2015-147830,2015-12-15,2015-12-18,First Class
7190,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976,3,0.2,25.497,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024,West,CA-2016-164399,2016-11-12,2016-11-15,First Class
8603,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,475.944,7,0.2,59.493,JL-15175,James Lanier,Home Office,United States,Reno,Nevada,89502,West,US-2014-133949,2014-12-31,2014-12-31,Same Day
6338,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,5,0.2,42.495,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008,West,CA-2016-165995,2016-08-30,2016-09-06,Standard Class
2785,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,4,0.4,-15.5844,MP-17965,Michael Paige,Corporate,United States,Troy,Ohio,45373,East,CA-2016-116974,2016-10-09,2016-10-15,Standard Class
5488,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216,South,CA-2017-134495,2017-04-01,2017-04-04,Second Class
4320,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,CA-2014-152345,2014-12-29,2015-01-03,Second Class
7389,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3,0.0,0.2997,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,CA-2016-105732,2016-09-13,2016-09-18,Standard Class
4252,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55.944,7,0.2,-13.2867,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,CA-2015-155068,2015-10-23,2015-10-23,Same Day
1809,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0.0,0.6993,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,CA-2016-164938,2016-02-11,2016-02-13,First Class
6218,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3,0.0,0.2997,PG-18820,Patrick Gardner,Consumer,United States,Louisville,Kentucky,40214,South,US-2015-129553,2015-07-27,2015-08-02,Standard Class
1862,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0.0,33.5888,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,US-2017-121251,2017-03-26,2017-03-27,First Class
184,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0.0,41.986,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,CA-2014-158274,2014-11-19,2014-11-24,Second Class
3768,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,5,0.2,11.996,JJ-15760,Joel Jenkins,Home Office,United States,Houston,Texas,77036,Central,CA-2015-103205,2015-12-08,2015-12-10,Second Class
1088,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,0.2,7.1976,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,CA-2016-166163,2016-08-15,2016-08-20,Second Class
4294,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),53.982,3,0.4,-10.7964,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19140,East,CA-2017-130967,2017-03-10,2017-03-16,Standard Class
4909,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588,2,0.4,-2.0774,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014,East,CA-2014-133809,2014-11-18,2014-11-23,Second Class
7544,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,57.36,6,0.2,-14.34,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219,West,US-2017-112347,2017-12-02,2017-12-06,Standard Class
3529,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,38.24,4,0.2,-9.56,BD-11320,Bill Donatelli,Consumer,United States,San Diego,California,92024,West,CA-2016-130680,2016-06-24,2016-06-29,Standard Class
5661,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,0.2,-7.17,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,CA-2016-145261,2016-12-18,2016-12-21,First Class
2583,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.0,0.0,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,US-2014-155502,2014-01-26,2014-01-31,Standard Class
1593,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568,4,0.2,22.6764,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,98502,West,CA-2015-122826,2015-06-23,2015-06-25,Second Class
908,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93,7,0.0,2.7279,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,CA-2017-143259,2017-12-30,2018-01-03,Standard Class
4059,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.744,7,0.2,-15.4581,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,94601,West,CA-2015-124058,2015-11-20,2015-11-24,Standard Class
7108,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98,2,0.0,0.7794,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,CA-2016-109666,2016-04-19,2016-04-26,Standard Class
1163,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,CA-2014-127964,2014-03-03,2014-03-08,Standard Class
1605,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,0.2,12.987,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,US-2016-115819,2016-04-19,2016-04-24,Second Class
3188,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0.0,32.1678,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,CA-2017-159352,2017-03-12,2017-03-17,Standard Class
9392,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,7.992,1,0.2,2.5974,FH-14275,Frank Hawley,Corporate,United States,Aurora,Illinois,60505,Central,CA-2017-162474,2017-03-13,2017-03-16,First Class
5693,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,1,0.0,36.4473,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,US-2015-138093,2015-12-10,2015-12-16,Standard Class
9737,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,269.98,2,0.0,72.8946,NF-18475,Neil Französisch,Home Office,United States,Omaha,Nebraska,68104,Central,US-2015-100069,2015-06-29,2015-07-03,Standard Class
614,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,0.4,-157.9383,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,CA-2016-121223,2016-09-11,2016-09-13,Second Class
7547,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.944,7,0.2,66.1451,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,CA-2014-103492,2014-10-10,2014-10-15,Standard Class
3336,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4,0.2,37.7972,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,US-2017-109253,2017-08-21,2017-08-22,First Class
6161,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,3,0.2,28.3479,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,CA-2014-103989,2014-03-19,2014-03-21,First Class
2441,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345.0,5,0.0,86.25,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,CA-2016-146934,2016-05-22,2016-05-27,Standard Class
332,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,US-2016-150147,2016-04-25,2016-04-29,Second Class
7200,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138.0,2,0.0,34.5,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,US-2015-156797,2015-08-11,2015-08-15,Standard Class
972,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,3,0.4,-31.05,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,CA-2014-115791,2014-01-16,2014-01-18,Second Class
5978,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,552.0,10,0.2,34.5,SV-20935,Susan Vittorini,Consumer,United States,Mesa,Arizona,85204,West,CA-2017-116953,2017-04-24,2017-04-25,First Class
8897,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,165.6,3,0.2,10.35,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,CA-2016-167241,2016-08-15,2016-08-22,Standard Class
772,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,207.0,3,0.0,51.75,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,CA-2017-104220,2017-01-30,2017-02-05,Standard Class
3385,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,5,0.0,539.925,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035,East,CA-2015-130659,2015-12-04,2015-12-09,Second Class
8443,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,2,0.4,-71.99,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,19120,East,US-2016-155173,2016-03-06,2016-03-10,Standard Class
9579,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3,0.0,323.955,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035,East,CA-2017-152975,2017-09-14,2017-09-16,First Class
1261,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,0.2,107.985,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,32216,South,CA-2017-117079,2017-10-23,2017-10-27,Standard Class
1319,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,CA-2014-160773,2014-07-01,2014-07-05,Standard Class
4416,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,AH-10210,Alan Hwang,Consumer,United States,San Francisco,California,94122,West,CA-2014-153983,2014-11-29,2014-12-06,Standard Class
8558,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,CA-2016-132829,2016-12-23,2016-12-26,Second Class
7745,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,566.97,3,0.0,153.0819,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,6708,East,CA-2016-133613,2016-06-17,2016-06-22,Standard Class
1181,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,CA-2014-128146,2014-06-21,2014-06-25,Standard Class
1566,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,98105,West,CA-2015-132101,2015-03-19,2015-03-25,Standard Class
7479,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,4,0.0,204.1092,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,CA-2014-167199,2014-01-06,2014-01-10,Standard Class
5366,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.192,1,0.2,13.2293,EH-13990,Erica Hackney,Consumer,United States,Houston,Texas,77041,Central,CA-2016-107790,2016-11-20,2016-11-24,Standard Class
7364,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,3,0.4,-73.7061,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,CA-2016-127243,2016-11-28,2016-12-04,Standard Class
903,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976,3,0.2,20.2485,DB-13060,Dave Brooks,Consumer,United States,Chicago,Illinois,60653,Central,CA-2017-132353,2017-09-15,2017-09-17,First Class
160,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0.0,236.2325,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,CA-2016-114104,2016-11-20,2016-11-24,Standard Class
4526,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,269.98,2,0.0,67.495,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,East,US-2017-105046,2017-07-17,2017-07-23,Standard Class
923,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0.0,10.5552,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,CA-2015-111164,2015-04-11,2015-04-15,Standard Class
2714,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,3,0.2,37.797,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,CA-2014-110100,2014-04-25,2014-04-29,Standard Class
8997,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,35.184,2,0.2,12.3144,PG-18820,Patrick Gardner,Consumer,United States,Dallas,Texas,75081,Central,US-2017-116491,2017-11-11,2017-11-13,First Class
3066,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,CA-2017-106859,2017-03-13,2017-03-18,Second Class
3693,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,87.96,5,0.2,30.786,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,US-2015-131359,2015-10-30,2015-11-02,Second Class
9424,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,3,0.2,37.797,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122,West,CA-2014-145254,2014-07-23,2014-07-27,Standard Class
8971,TEC-PH-10004531,Technology,Phones,AT&T CL2909,151.188,2,0.4,-25.198,ES-14080,Erin Smith,Corporate,United States,Lakewood,Ohio,44107,East,CA-2017-157469,2017-12-02,2017-12-07,Standard Class
5672,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,3,0.2,8.7735,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,CA-2015-141012,2015-06-09,2015-06-11,Second Class
5015,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,210.564,6,0.4,-52.641,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,US-2017-160465,2017-07-21,2017-07-26,Standard Class
6750,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,116.98,2,0.0,29.245,AA-10375,Allen Armold,Consumer,United States,New York City,New York,10035,East,CA-2017-100230,2017-12-11,2017-12-15,Standard Class
5766,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,3,0.2,25.0182,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003,West,US-2014-126340,2014-11-08,2014-11-14,Standard Class
7160,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,BF-11170,Ben Ferrer,Home Office,United States,Chicago,Illinois,60623,Central,CA-2015-145835,2015-05-13,2015-05-18,Second Class
6655,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,3,0.2,25.0182,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234,West,CA-2017-135937,2017-02-20,2017-02-27,Standard Class
3388,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,CA-2017-148404,2017-10-07,2017-10-11,Standard Class
9134,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,555.96,5,0.2,41.697,RH-19510,Rick Huthwaite,Home Office,United States,San Diego,California,92037,West,CA-2015-157805,2015-08-31,2015-09-04,Standard Class
7552,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,833.94,6,0.0,216.8244,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10024,East,CA-2014-140396,2014-11-20,2014-11-25,Standard Class
1190,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,CA-2017-117212,2017-02-26,2017-02-28,Second Class
4775,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,CA-2017-119746,2017-11-23,2017-11-27,Standard Class
9774,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,135.95,1,0.0,39.4255,PF-19225,Phillip Flathmann,Consumer,United States,Atlanta,Georgia,30318,South,CA-2016-160234,2016-06-26,2016-07-03,Standard Class
4069,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,9,0.2,110.1195,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,CA-2014-102673,2014-11-01,2014-11-05,Standard Class
8004,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,271.9,2,0.0,78.851,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,CA-2014-143210,2014-12-01,2014-12-03,First Class
6747,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,629.95,5,0.0,163.787,KB-16600,Ken Brennan,Corporate,United States,New York City,New York,10009,East,CA-2017-159156,2017-11-13,2017-11-16,First Class
6438,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,3,0.2,22.6782,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,US-2017-116897,2017-05-27,2017-05-29,First Class
2860,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,3,0.0,98.2722,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,CA-2017-138975,2017-05-19,2017-05-23,Standard Class
1450,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,88.752,3,0.2,11.094,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90008,West,CA-2015-145821,2015-05-01,2015-05-07,Standard Class
8525,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,44.376,2,0.4,-7.396,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,CA-2017-161172,2017-03-16,2017-03-16,Same Day
4811,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,239.9,2,0.0,71.97,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,CA-2015-151589,2015-12-27,2015-12-30,First Class
8560,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.985,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,CA-2016-132829,2016-12-23,2016-12-26,Second Class
1923,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,CA-2016-156685,2016-07-08,2016-07-10,Second Class
6190,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,383.84,4,0.2,47.98,AM-10705,Anne McFarland,Consumer,United States,Des Plaines,Illinois,60016,Central,CA-2017-157903,2017-04-04,2017-04-08,Standard Class
